pizza_id,order_id,Total orders,pizza_name_id,quantity,order_date,Days,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name
711,312,0.25,sicilian_m,1,06-01-2015,Tue,12:05:21,16.25,16.25,Medium,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
712,313,1,classic_dlx_m,1,06-01-2015,Tue,12:09:09,16,16,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
713,314,0.2,calabrese_m,1,06-01-2015,Tue,12:11:58,16.25,16.25,Medium,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
714,314,0.2,five_cheese_l,1,06-01-2015,Tue,12:11:58,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
715,314,0.2,green_garden_m,1,06-01-2015,Tue,12:11:58,16,16,Medium,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
716,314,0.2,hawaiian_m,1,06-01-2015,Tue,12:11:58,13.25,13.25,Medium,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
717,314,0.2,veggie_veg_m,1,06-01-2015,Tue,12:11:58,16,16,Medium,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
718,315,1,classic_dlx_m,1,06-01-2015,Tue,12:17:40,16,16,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
719,316,0.5,hawaiian_s,1,06-01-2015,Tue,12:29:34,10.5,10.5,Regular,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
720,316,0.5,ital_supr_m,1,06-01-2015,Tue,12:29:34,16.5,16.5,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
721,317,0.142857143,cali_ckn_s,1,06-01-2015,Tue,12:31:00,12.75,12.75,Regular,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
722,317,0.142857143,classic_dlx_m,1,06-01-2015,Tue,12:31:00,16,16,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
723,317,0.142857143,four_cheese_l,1,06-01-2015,Tue,12:31:00,17.95,17.95,Large,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
724,317,0.142857143,hawaiian_s,1,06-01-2015,Tue,12:31:00,10.5,10.5,Regular,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
725,317,0.142857143,pep_msh_pep_l,1,06-01-2015,Tue,12:31:00,17.5,17.5,Large,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
726,317,0.142857143,prsc_argla_s,1,06-01-2015,Tue,12:31:00,12.5,12.5,Regular,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
727,317,0.142857143,spinach_fet_s,1,06-01-2015,Tue,12:31:00,12,12,Regular,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
728,318,0.25,ital_cpcllo_l,1,06-01-2015,Tue,12:45:14,20.5,20.5,Large,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
729,318,0.25,mexicana_l,1,06-01-2015,Tue,12:45:14,20.25,20.25,Large,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
730,318,0.25,soppressata_s,1,06-01-2015,Tue,12:45:14,12.5,12.5,Regular,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza
731,318,0.25,spicy_ital_l,1,06-01-2015,Tue,12:45:14,20.75,20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
732,319,1,ital_supr_m,1,06-01-2015,Tue,12:46:22,16.5,16.5,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
733,320,0.5,cali_ckn_m,1,06-01-2015,Tue,12:46:40,16.75,16.75,Medium,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
734,320,0.5,ckn_pesto_l,1,06-01-2015,Tue,12:46:40,20.75,20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
735,321,1,ital_supr_l,1,06-01-2015,Tue,12:56:21,20.75,20.75,Large,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
736,322,0.25,cali_ckn_l,1,06-01-2015,Tue,13:02:13,20.75,20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
737,322,0.25,ckn_pesto_l,1,06-01-2015,Tue,13:02:13,20.75,20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
738,322,0.25,classic_dlx_s,1,06-01-2015,Tue,13:02:13,12,12,Regular,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
739,322,0.25,thai_ckn_l,1,06-01-2015,Tue,13:02:13,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
740,323,1,classic_dlx_m,1,06-01-2015,Tue,13:05:33,16,16,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
741,324,1,five_cheese_l,1,06-01-2015,Tue,13:06:44,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
742,325,0.5,classic_dlx_s,1,06-01-2015,Tue,13:07:32,12,12,Regular,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
743,325,0.5,veggie_veg_s,1,06-01-2015,Tue,13:07:32,12,12,Regular,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
744,326,0.5,cali_ckn_m,1,06-01-2015,Tue,13:10:13,16.75,16.75,Medium,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
745,326,0.5,spinach_supr_l,1,06-01-2015,Tue,13:10:13,20.75,20.75,Large,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
746,327,1,classic_dlx_m,1,06-01-2015,Tue,13:10:54,16,16,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
747,328,1,mediterraneo_l,1,06-01-2015,Tue,13:16:35,20.25,20.25,Large,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
748,329,0.5,spicy_ital_l,1,06-01-2015,Tue,13:22:44,20.75,20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
749,329,0.5,spinach_supr_m,1,06-01-2015,Tue,13:22:44,16.5,16.5,Medium,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
750,330,0.071428571,big_meat_s,1,06-01-2015,Tue,13:27:11,12,12,Regular,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
751,330,0.071428571,ckn_alfredo_m,1,06-01-2015,Tue,13:27:11,16.75,16.75,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
752,330,0.071428571,classic_dlx_m,1,06-01-2015,Tue,13:27:11,16,16,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
753,330,0.071428571,classic_dlx_s,1,06-01-2015,Tue,13:27:11,12,12,Regular,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
754,330,0.071428571,five_cheese_l,1,06-01-2015,Tue,13:27:11,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
755,330,0.071428571,four_cheese_l,2,06-01-2015,Tue,13:27:11,17.95,35.9,Large,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
756,330,0.071428571,hawaiian_l,1,06-01-2015,Tue,13:27:11,16.5,16.5,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
757,330,0.071428571,pep_msh_pep_l,1,06-01-2015,Tue,13:27:11,17.5,17.5,Large,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
758,330,0.071428571,peppr_salami_s,1,06-01-2015,Tue,13:27:11,12.5,12.5,Regular,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
759,330,0.071428571,sicilian_l,1,06-01-2015,Tue,13:27:11,20.25,20.25,Large,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
760,330,0.071428571,spicy_ital_l,1,06-01-2015,Tue,13:27:11,20.75,20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
761,330,0.071428571,spicy_ital_m,1,06-01-2015,Tue,13:27:11,16.5,16.5,Medium,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
762,330,0.071428571,spinach_fet_l,1,06-01-2015,Tue,13:27:11,20.25,20.25,Large,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
763,330,0.071428571,the_greek_m,1,06-01-2015,Tue,13:27:11,16,16,Medium,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
764,331,1,prsc_argla_m,1,06-01-2015,Tue,13:43:30,16.5,16.5,Medium,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
765,332,0.333333333,sicilian_m,1,06-01-2015,Tue,14:12:01,16.25,16.25,Medium,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
766,332,0.333333333,southw_ckn_l,1,06-01-2015,Tue,14:12:01,20.75,20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
767,332,0.333333333,thai_ckn_m,1,06-01-2015,Tue,14:12:01,16.75,16.75,Medium,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
768,333,1,ckn_alfredo_m,1,06-01-2015,Tue,14:16:36,16.75,16.75,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
769,334,0.25,calabrese_l,1,06-01-2015,Tue,14:24:18,20.25,20.25,Large,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
770,334,0.25,pepperoni_m,1,06-01-2015,Tue,14:24:18,12.5,12.5,Medium,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
771,334,0.25,southw_ckn_m,1,06-01-2015,Tue,14:24:18,16.75,16.75,Medium,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
772,334,0.25,thai_ckn_l,1,06-01-2015,Tue,14:24:18,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
773,335,1,mediterraneo_l,1,06-01-2015,Tue,14:24:47,20.25,20.25,Large,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
774,336,1,prsc_argla_l,1,06-01-2015,Tue,14:51:41,20.75,20.75,Large,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
775,337,0.5,hawaiian_l,1,06-01-2015,Tue,15:03:12,16.5,16.5,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
776,337,0.5,pepperoni_l,1,06-01-2015,Tue,15:03:12,15.25,15.25,Large,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
777,338,0.333333333,mexicana_l,1,06-01-2015,Tue,15:18:26,20.25,20.25,Large,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
778,338,0.333333333,thai_ckn_l,1,06-01-2015,Tue,15:18:26,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
779,338,0.333333333,the_greek_xl,1,06-01-2015,Tue,15:18:26,25.5,25.5,X-Large,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
780,339,1,spicy_ital_m,1,06-01-2015,Tue,15:25:13,16.5,16.5,Medium,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
781,340,1,peppr_salami_s,1,06-01-2015,Tue,15:35:32,12.5,12.5,Regular,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
782,341,0.5,bbq_ckn_m,1,06-01-2015,Tue,15:35:47,16.75,16.75,Medium,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
783,341,0.5,pepperoni_s,1,06-01-2015,Tue,15:35:47,9.75,9.75,Regular,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
784,342,0.5,sicilian_l,1,06-01-2015,Tue,15:44:12,20.25,20.25,Large,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
785,342,0.5,southw_ckn_l,1,06-01-2015,Tue,15:44:12,20.75,20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
786,343,0.5,five_cheese_l,1,06-01-2015,Tue,15:45:37,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
787,343,0.5,four_cheese_m,1,06-01-2015,Tue,15:45:37,14.75,14.75,Medium,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
788,344,1,ital_cpcllo_m,1,06-01-2015,Tue,16:01:11,16,16,Medium,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
789,345,0.5,peppr_salami_s,1,06-01-2015,Tue,16:01:47,12.5,12.5,Regular,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
790,345,0.5,spinach_fet_s,1,06-01-2015,Tue,16:01:47,12,12,Regular,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
791,346,0.25,green_garden_s,1,06-01-2015,Tue,16:30:00,12,12,Regular,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
792,346,0.25,hawaiian_s,1,06-01-2015,Tue,16:30:00,10.5,10.5,Regular,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
793,346,0.25,ital_cpcllo_l,1,06-01-2015,Tue,16:30:00,20.5,20.5,Large,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
794,346,0.25,napolitana_s,1,06-01-2015,Tue,16:30:00,12,12,Regular,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza
795,347,0.333333333,spinach_fet_l,1,06-01-2015,Tue,16:37:17,20.25,20.25,Large,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
796,347,0.333333333,thai_ckn_l,1,06-01-2015,Tue,16:37:17,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
797,347,0.333333333,veggie_veg_m,1,06-01-2015,Tue,16:37:17,16,16,Medium,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
798,348,0.333333333,classic_dlx_m,1,06-01-2015,Tue,16:49:12,16,16,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
799,348,0.333333333,thai_ckn_l,1,06-01-2015,Tue,16:49:12,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
800,348,0.333333333,thai_ckn_s,1,06-01-2015,Tue,16:49:12,12.75,12.75,Regular,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
801,349,1,pepperoni_l,1,06-01-2015,Tue,17:25:58,15.25,15.25,Large,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
802,350,0.333333333,classic_dlx_l,1,06-01-2015,Tue,17:37:05,20.5,20.5,Large,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
803,350,0.333333333,pepperoni_m,2,06-01-2015,Tue,17:37:05,12.5,25,Medium,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
804,350,0.333333333,spicy_ital_s,1,06-01-2015,Tue,17:37:05,12.5,12.5,Regular,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
805,351,0.5,big_meat_s,1,06-01-2015,Tue,17:37:29,12,12,Regular,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
806,351,0.5,hawaiian_m,1,06-01-2015,Tue,17:37:29,13.25,13.25,Medium,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
807,352,0.5,big_meat_s,1,06-01-2015,Tue,17:45:48,12,12,Regular,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
808,352,0.5,ital_cpcllo_l,1,06-01-2015,Tue,17:45:48,20.5,20.5,Large,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
809,353,0.333333333,bbq_ckn_l,1,06-01-2015,Tue,17:59:48,20.75,20.75,Large,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
810,353,0.333333333,cali_ckn_l,1,06-01-2015,Tue,17:59:48,20.75,20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
811,353,0.333333333,prsc_argla_s,1,06-01-2015,Tue,17:59:48,12.5,12.5,Regular,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
812,354,0.5,green_garden_s,1,06-01-2015,Tue,18:01:44,12,12,Regular,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
813,354,0.5,veggie_veg_l,1,06-01-2015,Tue,18:01:44,20.25,20.25,Large,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
814,355,0.5,ckn_alfredo_m,1,06-01-2015,Tue,18:14:45,16.75,16.75,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
815,355,0.5,ital_supr_m,1,06-01-2015,Tue,18:14:45,16.5,16.5,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
816,356,1,ckn_alfredo_m,1,06-01-2015,Tue,18:16:05,16.75,16.75,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
817,357,0.333333333,cali_ckn_l,1,06-01-2015,Tue,18:27:58,20.75,20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
818,357,0.333333333,southw_ckn_s,1,06-01-2015,Tue,18:27:58,12.75,12.75,Regular,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
819,357,0.333333333,spinach_fet_s,1,06-01-2015,Tue,18:27:58,12,12,Regular,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
820,358,1,ital_supr_m,1,06-01-2015,Tue,18:30:12,16.5,16.5,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
821,359,0.5,green_garden_m,1,06-01-2015,Tue,18:33:08,16,16,Medium,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
822,359,0.5,thai_ckn_l,1,06-01-2015,Tue,18:33:08,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
823,360,0.333333333,bbq_ckn_l,1,06-01-2015,Tue,18:50:38,20.75,20.75,Large,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
824,360,0.333333333,green_garden_s,1,06-01-2015,Tue,18:50:38,12,12,Regular,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
825,360,0.333333333,hawaiian_s,1,06-01-2015,Tue,18:50:38,10.5,10.5,Regular,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
826,361,0.5,big_meat_s,2,06-01-2015,Tue,19:12:38,12,24,Regular,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
827,361,0.5,ital_cpcllo_s,1,06-01-2015,Tue,19:12:38,12,12,Regular,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
828,362,0.5,bbq_ckn_m,1,06-01-2015,Tue,19:13:36,16.75,16.75,Medium,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
829,362,0.5,mexicana_l,1,06-01-2015,Tue,19:13:36,20.25,20.25,Large,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
830,363,0.5,mediterraneo_l,1,06-01-2015,Tue,19:20:31,20.25,20.25,Large,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
831,363,0.5,mexicana_l,1,06-01-2015,Tue,19:20:31,20.25,20.25,Large,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
832,364,0.5,ital_supr_m,1,06-01-2015,Tue,19:27:24,16.5,16.5,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
833,364,0.5,the_greek_xl,1,06-01-2015,Tue,19:27:24,25.5,25.5,X-Large,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
834,365,0.333333333,four_cheese_m,1,06-01-2015,Tue,19:37:26,14.75,14.75,Medium,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
835,365,0.333333333,mediterraneo_l,1,06-01-2015,Tue,19:37:26,20.25,20.25,Large,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
836,365,0.333333333,pepperoni_m,1,06-01-2015,Tue,19:37:26,12.5,12.5,Medium,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
837,366,1,ital_cpcllo_l,1,06-01-2015,Tue,20:04:20,20.5,20.5,Large,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
838,367,0.5,hawaiian_l,1,06-01-2015,Tue,20:05:12,16.5,16.5,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
839,367,0.5,spinach_fet_m,1,06-01-2015,Tue,20:05:12,16,16,Medium,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
840,368,0.5,spin_pesto_m,1,06-01-2015,Tue,20:28:16,16.5,16.5,Medium,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza
841,368,0.5,thai_ckn_l,1,06-01-2015,Tue,20:28:16,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
842,369,1,spinach_fet_m,1,06-01-2015,Tue,20:30:06,16,16,Medium,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
